surfactant,temperature_(degC),composition_(wt%),observed_phase,tail_length_calculated_(A),tail_volume_calculated_(A^3),head_area_calculated_(A^2),AL/V_calculated,shape_identifier_(0-L/1-V/2-Y),phase_diagram_reference
(C6)2GE8Me,50,0.95,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,50,1,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.85,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.9,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,0.95,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,55,1,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,0.95,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,60,1,L2,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,65,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,70,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,75,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,80,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,85,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,90,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,95,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.05,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.15,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.2,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.25,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.3,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.35,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.4,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.45,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.5,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.55,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.6,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.65,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.7,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.75,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.8,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.85,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.9,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,0.95,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C6)2GE8Me,100,1,Water + L,12.46,452.4,47.8,1.32,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.05,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.1,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.15,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.2,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.25,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.3,L1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.35,H1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.4,H1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.45,H1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.5,H1,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.55,La,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
(C7)2GE10Me,0,0.6,La,13.73,506.4,58.3,1.58,1,Colloid Polym Sci 272 400-408 (1994)
